conceptType,conceptUri,skillType,preferredLabel,altLabels,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/603c249b-ed35-457a-a1ea-f850e687fefe,knowledge,psychopharmacology,"psychological effects of medicine on patients
mental effects of medicines on patients
effects of medicines on patient's behaviour","The awareness of various effects that medicines have on the patient or client's behaviour, mood and thinking."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6042ba76-e5c9-4b64-b61d-cc96be8dc562,knowledge,wound closure techniques,"wound closure methods
wound healing techniques
wound-healing techniques
wound-closure techniques
wound-closure methods","Wound healing techniques such as inflammation, tissue formation, tissue remodeling and skin anatomy, and the suturing materials used such as staples, synthetic sutures, absorbables, tapes, and adhesive compounds."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6044d62b-7499-4c5d-81ae-2fea443013b2,knowledge,wood preservation,"wood protection
wood conservation
Preservation of wood","Measures and techniques used to ensure the wood's durability and resistance against humidity, insects, and fungi."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/604671e1-89a6-42a0-a3a2-075e52899131,knowledge,laboratory methods in biomedical sciences,"laboratory method in biomedical sciences
laboratory methods of biomedical science
characteristics of laboratory techniques in biomedical sciences
types and procedures of laboratory techniques in biomedical sciences","The types, characteristics and procedures of laboratory techniques used for a wide range of medical tests such as serological tests."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/60493b7f-8613-431e-91ea-6a2c0410c6d4,knowledge,vehicle cargo capacity,"freight capacity of vehicle
freight capacity
load capacity
vehicle freight capacity
vehicle load capacity
capacity of vehicle for cargo
vehicle capacity for cargo
cargo capacity of vehicle
cargo capacity","The capacity and the limits of the commissioned vehicle in terms of weight, type of cargo it can handle, and other cargo loading specifications."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/604f62cc-0f04-4903-b9f9-7128f72d4e5a,knowledge,Brightspace (learning management systems),"Desire2Learn Brightspace
Brightspace Learning Environment
D2L Brightspace
Brightspace learning management system","The computer program Brightspace is a e-learning platform for creating, administrating, arranging, reporting and delivering e-learning education courses or training programs. It is developed by the software company D2L Corporation."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6055a4be-3f41-47e3-acd1-0535fa17e04c,knowledge,landscape design,"methods in landscape design
techniques in landscape maintenance
methods in landscape maintenance
principles of landscape design
types of landscape maintenance
techniques in landscape design
types of landscape design
principles of landscape maintenance",Understand landscape design and maintenance.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6055f185-3214-491e-975a-cfcc1756fe1d,knowledge,metal forming technologies,"metal processing mechanisation
metal forming mechanisation
high tech metal processing
high tech metal forming
metal processing machinery
metal forming automation
metal forming machinery
metal processing automation","The variety of technologies and techniques, such as forging, pressing, stamping, rolling and others, used for the forming processes of metal product manufacturing."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/60837bfd-3815-4499-9d65-1dd4371102ee,knowledge,cylindrical grinder parts,"circular milling machine components
circular milling machine units
circular milling machine items
circular milling machine pieces
cylindrical grinder components
cylindrical grinder pieces
cylindrical grinder units
cylindrical grinder items","The different machinery parts of a cylindrical grinder, their qualities and applications, such as the grinding wheel, wheel spindle, added coolant supply, infeed, work centres, and others."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/60856bbb-e5db-4398-babb-300a24a7fe97,knowledge,adult education,"adult learning
adult apprenticeships
adult pedagogy
adult trainings
grown-up learning
adult students education
adult teaching
adult training
adult students learning
adult apprenticeship","Instruction targeted at adult students, both in a recreational and in an academic context, for self-improvement purposes, or to better equip the students for the labour market."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/608a5d9d-0007-4797-bd51-361e3aa51a48,knowledge,paper production processes,"paper production process
paper production approach
paper production technique
paper producing process
paper production method
paper production procedure","The different steps in the manufacturing of paper and paperboard products, such as pulp production, bleaching, and pressing."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/608eb32b-276c-42a6-9be9-2d7bc33e9b3b,knowledge,natural gas,"ng
characteristics of natural gases
natural gas facets
extraction of natural gases
facets of natural gas
NG
natural gases
extraction of natural gas
production of natural gases
production of natural gas
characteristics of natural gas","The various facets of natural gas: its extraction, processing, constituents, uses, environmental factors, etc."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/60b44dab-03f1-46de-be08-0e5ba8662b3d,knowledge,telecommunication industry,"telecommunication industries
telecommunication business
telecommunication trader
telecommunication corporation
telecommunications industry
telecommunication manufacture","The major players on the telecommunications market such as organisations manufacturing and distributing telephone terminal equipment, mobile devices, accessibility, and network security."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/60c4cdfa-1aa3-452d-a989-10fd61706911,knowledge,European pesticide legislation,"European legislation for pesticides
EU pesticide legislation
European pesticide rules
European pesticides legislation
European pesticide regulations
European pesticide laws",The EU framework for community action which promotes the sustainable use of pesticides.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/60c544c9-0815-479c-bcec-93c7891815ea,knowledge,pharmacology,"study of pharmacology
science of pharmacology
study of drug action",Pharmacology is a medical specialty mentioned in the EU Directive 2005/36/EC.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/60d48be0-4260-4b2e-85b9-aedff7a9b7d9,knowledge,ICT capacity planning strategies,,"The methods, techniques and ICT tools used for planning the maximum amount of work that an organisation is capable of completing in a given period, based on the number of machines, workers and shifts and taking into account constraints such as quality problems, delays and material handling."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/60e0ed61-6340-4372-984a-416d1fe0010c,knowledge,physiology of animals,"study of animal physiology
fundamentals of animal physiology
physiology of an animal
study of the physical functioning of animals
animal physiology","The study of the mechanical, physical, bioelectrical and biochemical functioning of animals, their organs and their cells."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/61268e22-9367-4c3b-91d9-b651e4c142e2,knowledge,fire safety regulations,"fire safety controls
fire prevention controls
fire prevention procedures
fire prevention arrangements
fire safety procedures
fire safety arrangements",The legal rules to be applied for fire safety and fire prevention in a facility.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/615bf0d1-91fb-4edb-8658-33b8306bdb9a,knowledge,tumbling machine parts,"deburring and polishing machinery components
deburring and polishing machinery pieces
deburring and polishing machinery units
tumbling machine units
tumbling machine elements
tumbling machine components
deburring and polishing machinery elements
tumbling machine pieces","Various parts of a tumbling machine, such as a deburr tub, tumbling barrel, tumbling compound and steel media ceramic polishing pins, their qualities and applications. "
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/615cfc39-797f-4229-8e92-159fcf8f3030,knowledge,building codes,"construction laws
construction codes
building rules
construction rules
building regulations
building laws
building standards
construction standards
construction regulations",The set of guidelines that determine the minimum standards for buildings and other constructions in order to protect public health and safety.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6167ea9a-2949-4f3d-86d5-ac10b1490317,knowledge,physico-chemical properties of crust leather,"physico-chemical properties of semifinished leather
physico-chemical properties of crust leather
physical and chemical properties of semifinished leather
physical and chemical properties of wet-blue leather
physical and chemical properties of crust leather
physico-chemical properties of wet-blue leather","The properties, physical and chemical, of intermediate leather products that have already undergone tanning operations. These properties vary depending on the animal of origin and previous manufacturing processes."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/616940bc-d888-4be8-912d-014b78550bf2,knowledge,quality standards of ophthalmic equipment,"quality standard of ophthalmic equipment
ophthalmic quality standards
national and international quality standards of ophthalmic equipment","The various national or international quality standards for ophthalmic equipment (glasses, lenses, etc) such as ISO 10685-1:2011."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/61844a55-4103-4bf2-afcf-08e4ee120928,knowledge,urogynaecology,"female pelvic medicine and reconstructive surgery
female pelvic medicine
urogynecology",The diagnosis and treatment of urinary incontinence and female pelvic floor disorders.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/61a9724c-ffab-4a69-a609-e593caf6f87b,knowledge,sporting equipment usage,"sporting equipment handling
use of sporting equipment
sports equipment usage
sporting equipment use
sporting equipment control
sporting equipment operation",Have knowledge of the correct operation and maintenance of sporting equipment.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/61ba0c31-a54e-49e9-9e9e-c2035d3f3e11,knowledge,rehabilitation of all organ systems,"rehabilitation of organ system
rehabilitation of all systems of organs
principles of rehabilitation of all organ systems
physical medicine of all organ systems related to physiotherapy
rehabilitation of organ systems related to physiotherapy",The principles of physical medicine and rehabilitation of all organ systems as related to physiotherapy.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/61bef658-d7f9-4759-b1b0-0f9cb3bc581a,knowledge,biotechnology,"bio-tech
bio-science
science of bio-science
bio-technology
science of bio-technology
field of biotechnology
field of bio-technology
field of bioscience
field of bio-science
science of bioscience
science of biotechnology","The technology that uses, modifies or harnesses biological systems, organisms and cellular components to develop new technologies and products for specific uses."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/61c81161-b732-4c47-aba5-9e554d9a853f,knowledge,integrated circuit types,"range of integrated circuits
IC types
types of IC
digital integrated circuits
analogue integrated circuits
typology of integrated circuit
mixed-signal integrated circuits
types of integrated circuit","Types of integrated circuits (IC), such as analog integrated circuits, digital integrated circuits, and mixed-signal integrated circuits."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/61cea229-2057-4687-ac14-62d8ea1419ad,knowledge,footwear equipments,,Functionality of the wide range of equipments and the basic rules of regular maintenance.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/61d6ef20-6cc7-40f8-919e-3360db6cf2b3,knowledge,hardware materials,,"The characteristics, applications and environmental effects of materials used to develop hardware."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/621391ab-1187-4705-a0cb-a7b1a6d2b664,knowledge,school psychology,educational psychology,"The study of human behaviour and performance with respect to various school processes, the learning needs of young individuals, and the psychological tests accompanying this field of study."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/622fb7c5-bdb8-49c5-92f0-a161fb9c17a0,knowledge,condiment manufacturing processes,"condiment manufacture processes
condiment manufacturing systems
condiment manufacturing mechanisms
condiment manufacturing methods
condiment manufacturing measures","The manufacturing processes and technologies for producing condiments, spices, and seasonings. The techniques to produce products such as mayonnaise, vinegars, and cooking herbs."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6246dda7-e075-448f-b11a-8274923042d5,knowledge,breathing techniques,"breathing methods
breathing practices
breathing procedures
breathing technique","The various techniques to control the voice, body, and nerves by breathing."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/624e82e5-1424-4ef1-8aa9-de19f8117249,knowledge,postpartum period,"post-partum period
characteristics and risks of the postnatal period
characteristics and risks of the puerperal period
characteristics and risks of the postpartum period
characteristics and risks of the puerperium",The changes and possible problems that can occur in the six week period after birth.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/624fd970-2877-4290-9c01-0dedd5735bfe,knowledge,greenhouse types,"range of greenhouse types
functions of greenhouse types
functions of horticultural facilities
characteristics of greenhouse types
features of horticultural facilities
range of horticultural facilities
characteristics of horticultural facilities
features of greenhouse types","Different types of greenhouses (plastic, glass) and other horticultural facilities such as hotbed, seedbed, irrigations systems, storage and protective facilities etc."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/625b57ee-29d4-425b-bf99-9fd54dd021fe,knowledge,Kali Linux,,"The Kali Linux tool is a penetration testing tool which tests security weaknesses of the systems for potentially unauthorised access to system information by information gathering, vulnerability analysis and wireless and passwords attacks."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/62685d7a-a8be-4070-89e9-8699ad1201b6,knowledge,ecological principles,"relevance of ecological principles
principles of natural resource management
interactions among organisms and their environment
range of ecological principles
principles of ecology
scope of ecological principles
principles of interactions among organisms and their environment
application of ecological principles",The understanding of how an ecosystem functions and its relationship to environmental planning and design.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/628664ec-a63b-4486-8d65-02aba81c82a0,knowledge,ICT sales methodologies,,"The practices used in the ICT sector to promote and sell products, services or applications such as SPIN Selling, Conceptual Selling and SNAP Selling."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6296fbef-cdfd-486e-8bab-22fc60ec3cd9,knowledge,history of philosophy,"philosophical history
the study of the history of philosophy
philosophy history
history of philosophy studies","The study of the development and evolution of philosophers, philosophical concepts, and ideas throughout history."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/629c000a-b94b-4736-b2e2-04b7954d60db,knowledge,IPC standards,"Institute for Printed Circuits standards
international PCB manufacturing standards
international electronics manufacturing standards
PCB manufacturing standards
electronics manufacturing standards
standards produced by IPC
standards published by IPC","Standards and guidelines with regards to the use and manufacture of electronics and printed circuit boards. These regulations provide rules and guidelines on topics such as general safety rules, electronic equipment manufacture, electronic equipment testing, and qualifications."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/629c9139-8a87-447b-8f61-bfe678cf3e7c,knowledge,types of maritime vessels,"types of ships
ship types
different types of maritime vessels
forms of maritime transport
ship classifications
categories of maritime vessels
kinds of maritime vessels
kinds of ships
categories of ships
modes of maritime transport
variety of maritime vessels
ship varieties","Know a large variety of maritime vessels and their characteristics and specifications. Use that knowledge to ensure that all security, technical, and maintenance measures are taken into account in their supply."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/62beef03-436f-4131-b3c0-6abb22f14310,knowledge,food colorants,"a food colorant
food additives
food colorant
food colourings
food components
colorants in food","The characteristiques, components and matching techniques of chemical colorants used in the food industry."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/62bf2e21-2613-47f1-a624-fe0fc925e671,knowledge,market entry strategies,"market entry plans
market entry tactics
market entrance strategies
market entry strategy","The ways to enter a new market and their implications, namely; exporting via representatives, franchising to third parties, collaborating joint ventures, and opening of fully-owned subsidiaries and flagships."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/62e8afe1-ddbe-4485-985d-32292ee85112,knowledge,neuro-ophthalmology,"neuro-ophthalmic illnesses
disorders of visual system
visual system disorders
neuro-ophthalmic disease
disease of visual system
visual system disease
neuro-ophthalmic illness
visual system disorder
neuro-ophthalmic diseases
diseases of visual system",The diseases of the nervous system that affect vision and control of eye movement.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/63048464-d2b1-42cd-9aed-9a6c6b0dc349,knowledge,vascular surgery,"circulatory system surgery
surgeries of vascular system
vascular system surgeries
vein or arteries surgery
surgery on circulatory system
vascular surgeries",Vascular surgery is a medical specialty mentioned in the EU Directive 2005/36/EC.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/63095511-1841-4483-8224-f31a30bcdb85,knowledge,legal standards in gambling,"legal standards in gambling
legal standards in betting
legal requirements in gambling
gambling legal standards","The legal requirements, rules and limitations in gambling and betting activities."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6310b25d-2a2f-45d3-a632-c5fa0c2bf48c,knowledge,MOEM,"micro opto-electromechanics
micro-opto-electro-mechanics
optical cross-connects
integrated mechanical, optical, and electrical systems
microoptoelectromechanics
optical switches
microbolometers
micro opto electro mechanics","Micro-opto-electro-mechanics (MOEM) combines microelectronics, microoptics and micromechanics in the development of MEM devices with optical features, such as optical switches, optical cross-connects, and microbolometers."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/63206320-8fb8-481d-b969-5ebdd33ac32e,knowledge,roofing drones,"types of r.o.a
roofing drone types
typology of r.o.a.
typology of roofing drones
types of remotely operated aircraft
drones for roofing
typology of remotely operated aircraft","Types of remotely operated aircraft (ROA) which are used for visually assessing roofing damage, image or video capturing and gathering general size information for roofing works and further construction."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6339a2d3-0c34-4156-b202-5929764fb720,knowledge,musical notation,"music theory
musical notations
music notation
musical rudiments","The systems used to visually represent music through the use of written symbols, including ancient or modern musical symbols."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/633a3637-2c6b-40ae-ac38-289eb2a62aa6,knowledge,business analysis,"analysis of businesses
enterprise analysis
business analyses
company analysis","The research field which addresses the identification of business needs and problems and the determination of the solutions that would mitigate or prevent the smooth functioning of a business. Business analysis comprises IT solutions, market challenges, policy development and strategic matters."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6345d3a4-7d1a-40a9-9a82-6ed06beffe7b,knowledge,online job platforms,"online employment portals
online job sites
on-line job platforms
online job platform
online employment sites
online job portals",Online platforms which display job offers.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/634865e0-2ec2-4b7f-bb7f-c196637f0f7b,knowledge,older adults' needs,"needs of elderly patients
elderly people's needs
older adult's needs","The physical, mental, and social needs of frail, older adults."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/634f0847-9318-4dd8-ba00-7f40af85939b,knowledge,legal requirements related to ammunition,"regulatory requirements related to ammunition
legal requirements relating to ammunition
legal requirement relating to ammunition
legal requirement related to ammunition
legislative requirements related to ammunition
statutory requirements related to ammunition","Legal regulations and requirements in the field of selling, buying, handling and storing ammunition."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6360d655-3494-45f6-bfc6-d5f63afc355b,knowledge,electrical power safety regulations,"safety regulations concerning electrical power
safety measures concerning electrical power
electrical safety regulations
safety regulations about electrical power
safety measures regarding electrical power
electrical safety measures
safety regulations regarding electrical power
safety measures about electrical power","The compliance with safety measures which need to be taken during the installation, operation, and maintenance of constructions and equipment which function in the generation, transmission, and distribution of electrical power, such as the appropriate safety gear, equipment handling procedures, and preventive actions."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/63bd12f5-d580-415c-9137-8e58008398e7,knowledge,textile chemistry,"chemistry applied to textile
chemistry applied to textile materials
chemical processing of textile materials
chemistry for the production of textiles
chemical processing of textile
textile chemical processing
chemistry for textiles",Chemical processing of textiles such as the reactions of textiles to chemicals.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/63c58fd8-e920-4f37-a6ab-32f86a4aef7a,knowledge,animal training,"animal-training
training animals
training of animals
animal training methods
animal trainings","Animal responses to specific conditions or stimuli. Animal behaviour, ethology, learning theory, training methods, equipment, as well as communicating and working with animals and humans."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/63d91373-3140-4e63-a2fa-f0a2937eef57,knowledge,orthotics,"manufacturing, designing and application of orthoses
construction, design and application of orthoses
orthoses designing
orthoses production
orthoses manufacturing
production, design and application of orthoses",The manufacture and design of devices used to modify structural functions of the skeletal system.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/63e6742e-5ee7-4008-a17d-0b2079e7fae0,knowledge,nutrition of healthy persons,"nutrition of people in good state of health
nutrition of healthful persons
nutrition of healthy individuals
nutrition of people in good health condition
nutrition of healthy people
nutrition of healthy person
type of nutrition of healthy person
nutrition of healthy individual",The type of nutrition needed for healthy individuals of all ages.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/63f0aa84-5e4c-4eb6-8e8c-876d9feedf1f,knowledge,Outsourcing model,,"The outsourcing model consists of principles and fundamentals of service-oriented modelling for business and software systems that allow the design and specification of service-oriented business systems within a variety of architectural styles, such as enterprise architecture."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6400e5a5-5534-4465-b456-3632af0c5cf1,knowledge,quantum optics,"science of quantum optics
physics of light
physics of quantum optics
phenomena involving light
effects of light as quantized photons
field of quantum optics",The field of physics combining quantum field theory and physical optics.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6417a4cc-6f61-4459-a114-761a7fa0279d,knowledge,Puppet (tools for software configuration management),,"The tool Puppet is a software program to perform configuration identification, control, status accounting and audit."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/641bc86f-42ca-44e9-af8b-4f9e1f284e41,knowledge,virology,"science of viruses
virological diseases
viral diseases
virological studies
study of viruses","The structure, characteristics, evolution and interactions of viruses and the diseases they cause."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/644d9c5d-9e19-4a3b-b144-8d27f7ad292d,knowledge,portfolio management in textile manufacturing,"project portfolio organization and development
portfolio management in textile and clothing
project portfolio organization and development in textile manufacturing
project portfolio organisation and development
project portfolio management
project portfolio management in textile manufacturing
project portfolio organisation and development in textile manufacturing",The process of managing teams and projects in textile and clothing product development.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/645effd7-3744-4ea9-a081-4144c0c22054,knowledge,intracranial hypertension,"intracranial elevated blood pressure
intra-cranial hypertension
pathophysiology of hypertension
pathophysiology of high blood pressure","The pathophysiology of elevated intracranial pressure and cerebral perfusion, the influence of blood gases, blood pressure, fluid and electrolyte balance."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6468e5fb-f3be-4025-87be-4b6556755c61,knowledge,programmable logic controller,"PLC
logic controller that is programmable
technology of PLCs
computer control system
PLC technology",Programmable logic controllers or PLC's are computer control systems used for the monitoring and control of input and output as well as the automation of electromechanical processes.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6469f571-ba92-4528-8b9f-ad9faa51e42e,knowledge,marker making,"marker making by manipulating and plotting computerized pattern images
determining the most efficient layout of pattern pieces
marker diagram
marker making by manipulating and plotting computerised pattern images
marker making by hand","Marker diagram of a precise arrangement of pattern pieces for a specific style and the sizes to be cut from a single spread. Markers can be made by manually tracing master patterns onto the fabric or paper or by manipulating and plotting computerised pattern images. Process of determining the most efficient layout of pattern pieces for a specified style, fabric and distribution of sizes. "
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/64b07eda-08f7-45fc-a989-d5aa2c34325b,knowledge,traditional wood caulking materials,"usual wood caulking materials
standard wood caulking sealants
traditional materials for wood caulking
established wood caulking materials
traditional materials suited for wood caulking
conventional wood caulking materials
well-known wood caulking materials
long-established wood caulking materials
traditional wood caulking sealants
traditional wood caulking substances
common wood caulking materials","The various materials traditionally used to fill the seams of wooden boats in order to make them watertight such as, burlap, cotton and white lead."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/64be6a06-52e8-4f5c-b64d-caa516cfa291,knowledge,depreciation,"decrease in value
devaluation",The accounting method of dividing the value of an asset over its useful life for the allocation of cost per fiscal year and in parallel to decrease the value of the asset from the accounts of the company.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/64d1250f-1c2b-4bea-929e-626ba927ea35,knowledge,evidence-based radiography practice,"proven clinical expertise in radiography practices
radiography practice based on proven clinical expertise
evidence-based radiography praxis
evidence-based radiography performance
evidence-based radiography process
evidence-based radiography methods
evidence-based radiography processes
evidence-based radiography method",The radiography principles that require the application of quality decision-making and radiography care based on proven clinical expertise as well as the most recent research developments in the field.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/64d8077e-d231-47f7-883a-568b8b9d5fc5,knowledge,electrooptics,"field of electrooptics
electro-optics
science of optical radiation
science of electrooptics
science of electro-optics
study of optical radiation
field of electro-optics
physics of electrooptics
physics of electro-optics
control of optical radiation",The study and appliance of electrical fields to generate and control optical radiation.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/64fe09ac-f419-4c04-8997-d1dde2e31bfc,knowledge,Telugu,"ability to comprehend spoken and written Telugu and to speak and write in Telugu
competent in Telugu",The Telugu language.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/655d3d08-680a-40ea-8ffd-7e66916272fb,knowledge,dietary regimes,"allergy dietary regimes
diet regimes
cultural dietary regimes
dietary regime
religious dietary regimes","The field of food habits and dietary regimes, including those inspired by religious beliefs."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/656ae836-2075-459f-8967-03706d4ac2bb,knowledge,parking regulations,"parking enforcement management
parking enforcement rules
parking management
parking controls
parking enforcement  controls
parking rules",The up-to-date regulations and enforcement procedures in parking activities.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/657c5a25-903c-4669-9efc-46c85c176fbf,knowledge,gas chromatography,"chromatography of gas
principles of gas chromatography
analysis using vapourisation
analysis using chromatography
gas chromatography principles",The principles of gas chromatography used to analyse and separate specific compounds which go to vaporisation without decomposition.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/658605f2-1c95-49f0-bd98-0af7b15ad0b0,knowledge,entrepreneurship,"business initiative
entrepreneurialism","The development, organisation and management of an own business venture"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6594cf0c-b2bd-4b28-88a0-8966ffe687b6,knowledge,foot problems,"foot problem
foot disorders
difficulties with feet
foot difficulties
foot pain
pain of the feet
foot issues
foot issue
foot difficulty","Conditions and disorders affecting the health and well being of feet such as fungal infections, ingrown nails, verrucas, smelly feet, flat feet and bunions."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/65df6a1d-c254-438f-ae7c-90a4c7b4db96,knowledge,physical characteristics of railways,"material conditions of railways
physical characteristics of railroads
physical aspects of railroads
material features of railways
material characteristics of railways
material conditions of railroads
physical features of railways
physical features of railroads
physical aspects of railways
material features of railroads","Familiar with all physical aspects of the railway, including train stations, the incline and decline of the right-of-way and speed limits."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/65f2b899-d1c6-40e3-9f8e-40c4d3e59079,knowledge,natural gas liquids fractionation processes,"fractionation processes of natural gas liquids
processes of natural gas liquids fractionation
working of deethaniser
process of natural gas liquid fractionation
fractionation process of natural gas liquid
separation processes for NGLs
natural gas liquids fractionation process
working of butane splitter
working of debutaniser
working of depropaniser
natural gas liquids fractionation processes","Have an understanding of the processes used to separate natural gas liquids or NGLs into its constituents, including ethand, propane, butane, and heavier hydrocarbons. Understand the workings of the deethaniser, depropaniser, debutaniser, and butane splitter."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/661f929f-3874-4841-903a-e9d3d3f7f5e2,knowledge,environmental enrichment for animals,"environmental enrichment for an animal
types and methods of environmental enrichment
behavioural enrichment
behavioral enrichment
environmental enrichment for animals in captivity","Types, methods and use of enrichment for animals to allow the expression of natural behaviour, including the provision of environmental stimuli, feeding activities, puzzles, items for manipulation, social and training activities."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/66212ff2-34b9-4812-be58-f53a0b751863,knowledge,Galician,"ability to comprehend spoken and written Galician and to speak and write in Galician
competent in Galician",The ​Galician language.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6633d687-cb8d-4743-a69c-cfb963fe4f4c,knowledge,fire protection engineering,"fire protection engineering studies
fire protection engineering analysis
fire protection engineering fieldwork
engineering fire protection
fire protection engineering analyses
fire protection engineering work
fire protection engineering research
fire protection engineering applications","Application of engineering principles for the design and production of fire detection, prevention and suppression systems that range from the conception of fire alarms to space planning and building design."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/663a92c4-ea7e-4936-b71a-66d0c5a2cb69,knowledge,screenwriting theories,"screenwriting theory
screenwriting concepts
screenwriting models
screenwriting ideas
screenwriting strategies","The techniques and structures for writing a script in order to convey your creative vision through symbolism, dialogues, action, and subtext such as the Three-act structure, the Hero's journey, and the Sequence approach."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/66490e5a-c136-4fe7-9d95-2356fef9cafd,knowledge,breed-specific behaviour of horses,"typology of breed-specific behaviour of horses
range of species-specific behaviour of horses
types of breed-specific behaviour of horses
range of breed-specific behaviour of horses
types of species-specific behaviour of horses
typology of species-specific behaviour of horses",The behaviour and specificities of different horse species.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/666e7d29-247b-4032-a3ce-8ee27554a044,knowledge,customs law,"customs rules
customs legislation
customs statutes
excise and duty regulations
excise and duty rules
excise and duty statutes
excise and duty legislation
customs regulations",The legal regulations that govern the import of goods in a country.
